idx, sentence
0,trong một tuyên_bố unicef kêu_gọi quân_đội iraq tay súng is bảo_vệ trẻ_em ở fallujah đồng_thời đảm_bảo tự_do đi_lại người dân_thường muốn rời khỏi thành_phố
1,tuyên_bố unicef cảnh_báo trẻ_em ở fallujah đối_mặt nguy_cơ buộc cầm súng chiến_đấu trong hàng_ngũ is
2,trẻ_em is ép tòng_quân chiến_đấu
3,cuộc_sống tương_lai em đe_dọa em buộc tham_gia một cuộc_chiến đấm máu unicef nhấn_mạnh
4,reuters lực_lượng_vũ_trang iraq yểm_trợ pháo_binh không_quân mỹ phát_động cuộc tổng_tiến_công trực_diện nhằm tái chiếm thành_phố fallujah tay chiến_binh is ngày 305
5,trận chiến fallujah kế_hoạch nửa năm nay xem một trong trận chiến lớn nhất chống is tập_hợp hàng ngàn quân_lính quân_đội chính_quy iraq lực_lượng bán quân_sự tuy_nhiên lực_lượng_vũ_trang iraq vấp chống_cự mạnh_mẽ is
6,tấn_công thành_phố phía nam ba hướng hôm 305 họ đưa quân khu naimiyah
7,thiếu_tướng abdelwahab alsaadi tổng chỉ_huy chiến_dịch tái chiếm fallujah biết sáng sớm 315 is phản_công
8,khoảng 100 tay súng is tham_gia phản_công chúng sử_dụng bom xe hoặc kẻ đánh bom tự_sát
9,quân_đội iraq đẩy_lùi đợt tấn_công diệt 75 tay súng ông alsaadi xác_nhận
10,william_spindler người phát_ngôn cơ_quan về người tị_nạn liên_hợp_quốc unhcr biết trong một cuộc họp_báo thông_tin vài trăm gia_đình is sử_dụng làm lá_chắn sống
11,thông_tin người dân ở fallujah ép di_chuyển phiến_quân is trong thành_phố
12,ngoài_ra tay súng is sẵn_sàng bắn chết người đàn_ông thanh_thiếu_niên nào từ_chối chịu cầm súng chiến_đấu chúng
