idx, sentence
0,elizabeth holmes nhà sáng_lập công_ty khởi_nghiệp theranos chuyên xét_nghiệm y_tế năm 2003
1,theranos biết họ xét_nghiệm 240 loại bệnh một_vài giọt máu
2,phần_lớn tài_sản cô holmes đến 50 cổ_phần trong startup
3,holmes tờ forbes ca_ngợi người phụ_nữ tự_thân lập_nghiệp giàu nhất nước mỹ tổng_tài_sản 45 tỉ usd
4,song câu_chuyện năm_ngoái
5,hôm 16 forbes hay họ hạ mức tài_sản ròng holmes xuống còn “ ”
6,khiến cô loại khỏi danh_sách người giàu_có tạp_chí mỹ cnn
7,tờ forbes viết ước_tính chúng_tôi về giá_trị tài_sản cô holmes sở_hữu hoàn_toàn dựa 50 cổ_phần trong theranos công_ty xét_nghiệm máu cô thành_lập năm 2003 kế_hoạch cách_mạng_hóa thị_trường xét_nghiệm chẩn_đoán
8,cổ_phần theranos giao_dịch bất_kỳ_thị_trường_chứng_khoán nào nhà_đầu_tư mua cổ_phần năm 2014 mức giá thấy công_ty giá 9 tỉ usd
9,song kể theranos gặp cáo_buộc xét_nghiệm hãng chính_xác
10,công_ty hiện điều_tra cơ_quan liên_bang
11,yếu_tố cộng thông_tin mới thấy theranos doanh_thu hằng năm ít hơn 100 triệu usd khiến forbes thay_đổi ước_tính giá_trị theranos xuống mức thấp hơn
12,trao_đổi một chục nhà_đầu_tư mạo_hiểm nhà phân_tích chuyên_gia trong ngành công_nghiệp forbes kết_luận giá_trị thực_tế theranos 800 triệu usd thay_vì 9 tỉ usd
13,con_số 800 triệu usd đại_diện tài_sản trí_tuệ theranos 724 triệu usd hãng gọi vốn hãng nghiên_cứu đầu_tư mạo_hiểm vc_experts
14,con_số đại_diện doanh_thu nhân lần công_ty
15,mức giá thấp đến thế cổ_phần cô holmes trong hãng cơ_bản giá_trị
16,nhà_đầu_tư theranos nắm cổ_phiếu ưu_đãi tức_là họ trả cổ_tức holmes người sở_hữu cổ_phiếu phổ_thông
17,một_số lý_do khiến forbes hạ giá_trị ước_tính công_ty thử_nghiệm máu theranos 1
18,quá thứ rõ_ràng
19,trừ con_số 9 tỉ usd tất_cả mọi thứ bí_mật
20,theranos hay họ thay_thế xét_nghiệm máu truyền_thống trong giọt máu lấy bằng kim_tiêm ngón tay một lọ nhỏ mang tới loại máy_móc khả_năng thực_hiện hàng chục thử_nghiệm
21,tuy_nhiên hãng cung_cấp dữ_liệu nào thấy hệ_thống hiệu_quả
22,2
23,cung_cấp dữ_liệu
24,cô holmes hứa cung_cấp dữ_liệu sáu tháng đến tháng 4 nộp một tờ giấy nào
25,ban_đầu cô trình_bày cục quản_lý thực_phẩm dược_phẩm mỹ fda thử_nghiệm duy_nhất virus herpes làm bằng_chứng tính hiệu_quả công_nghệ 120 thử_nghiệm khác tương_tự
26,fda công_bố hạn_chế khiến theranos ngừng sử_dụng cách xét_nghiệm lấy máu ngón tay
27,bài báo đăng the wall_street_journal hồi tháng 5 hãng hủy hàng ngàn đợt xét_nghiệm
