idx, sentence
0,đông triều sớm mở tỷ_số cầu_thủ khách
1,tuy_nhiên sai_sót trong hàng thủ khiến hagl nhận liên_tục bốn bàn thua rời phố biển nha_trang thất_bại nặng_nề
2,vòng 11 vleague 2016 hagl khánh_hoà hơn kém nhau hai điểm 11 13
3,điểm_số đến mức ở khu_vực nguy_hiểm hai đội muốn giành ba điểm sớm an_toàn trong cuộc đua trụ hạng
4,hagl lợi_thế tinh_thần nhờ đánh_bại long_an ở vòng
5,ngược_lại khánh_hoà muốn gượng dậy thất_bại 02 ở vòng
6,hai đội vì_thế chọn lối chơi tấn_công tiếng còi khai cuộc
7,phút 17 đông_triều thực_hiện pha đá phạt ngoài vòng cấm bóng xuyên hàng_rào làm bó_tay thủ_môn tuấn_mạnh một người cũ hagl mở tỷ_số đội bóng đến phố núi
8,khánh_hoà vùng họ lập_tức cơ_hội quân_bình tỷ_số thủ_môn tô vĩnh_lợi phạm lỗi quốc_trí khánh_hoà trong vòng cấm
9,dù_vậy vĩnh_lợi sửa_sai bắt gọn cú đá 11 mét quá hiền tiền_đạo uche
10,thoát bàn thua hagl suýt bàn nâng tỷ_số cú sút cự ly gần văn_toàn đi trúng đích
11,tiền_đạo mang áo số 9 đội khách cơ_hội đối_mặt thủ_môn tuấn_mạnh trượt_chân hỏng_ăn
12,nếu_như uche sút phạt_đền quá nhẹ đủ hiểm_hóc đánh_bại tô vĩnh_lợi ở một tình_huống khó hơn tiền_đạo ngoại binh thành_công
13,pha sút phạt ngoài vòng cấm bóng xuyên hàng_rào khiến vĩnh_lợi dù bay người hết cỡ không_thể cứu đội nhà
14,tỷ_số san_bằng 11 ở phút 31
15,chỗ suýt thành tội_đồ uche trở_thành người_hùng phút 37 anh lần thứ hai lập_công nâng tỷ_số 21
16,trong bàn thắng cựu cầu_thủ quảng_ninh hàng thủ hagl biếu quà
17,một quả tạt bóng vĩnh_lợi lẫn hai hậu_vệ_đội khách nhảy ai phá bóng
18,ba cầu_thủ hagl té ngã uche thoải_mái đệm bóng khung_thành bỏ_trống
19,đảo_ngược tình_thế khánh_hoà chủ_động đá chậm chắc trong hiệp hai
20,hagl dâng cao tấn_công không_thể tạo đột_biến
21,ngược_lại pha phản_công sắc_bén khánh_hoà khiến hàng thủ khách lúng_túng lọt_lưới thêm hai bàn
22,đình_kha ghi_bàn nâng tỷ_số 31 ở phút 65 duy_thanh một người cũ hagl kết_liễu mọi hy_vọng đội bóng cũ bằng bàn ấn_định kết_quả 41 ở phút bù giờ
23,thua đậm hagl giữ vị_trí thứ 11 nhờ đối_thủ xếp họ ba điểm ít hơn long_an bại_trận 13 tiếp đà_nẵng
24,lịch đấu vòng 11
