idx, sentence
0,“ mập_mờ ” 5 căn_hộ thế_chấp ngày câu_chuyện chung_cư the_harmona qtân_bình tphcm đứng nguy_cơ ngân_hàng tmcp đầu_tư phát_triển việt_nam – chi_nhánh bắc sài_gòn bidv bắc sài_gòn siết nợ khiến hàng trăm hộ dân_cư_ngụ đứng ngồi yên
1,mặc_dù lãnh_đạo công_ty cổ_phần vật_tư xuất_nhập_khẩu tân_bình tamexim lẫn đối_tác công_ty cổ_phần thanh_niên thanh_nien_corp trấn_an bằng lời hứa thanh_toán khoản nợ 244 tỷ đồng còn ngân_hàng ngày 15/6/2016
2,tuy_nhiên ít cư_dân ngờ_vực về khả_năng trả nợ “ liên_minh ” lo_lắng biết bao_giờ mới nhận sổ hồng
3,một trường_hợp mua_bán căn_hộ tài_liệu pv_infonet thấy tamexim_bán căn_hộ thế_chấp người_dân “ ngó lơ ” bidv bắc sài_gòn phối_hợp chủ_đích thanh_nien_corp hòng đưa người mua nhà … tròng
4,ngoài khoản vay còn 244 tỷ đồng_thanh nien_corp thanh_toán đến nay còn “ lộ ” một khoản vay khác ông đoàn việt_cường nhân_viên thanh_nien_corp bidv bắc sài_gòn
5,trong công_văn nhắc nợ bidv bắc sài_gòn ngày 1/3/2016 thể_hiện ông cường người đứng_tên thế_chấp hàng_loạt căn_hộ the_harmona căn c33 c34 c35 c36 c37 bidv bắc sài_gòn khoản vay
6,khoản vay quá_hạn trả gốc lãi ngày 21/1/2016
7,ngày 29/6/2012 khoản vay ông cường cơ_cấu một lần
8,dù ông cường “ con_nợ ” bidv bắc sài_gòn hiểu vì_sao trong công_văn nhắc nợ ngân_hàng đề_cập gửi cá_nhân ông cường lẫn thanh nien_corp
9,thậm_chí bidv bắc sài_gòn còn “ sốt_sắng ” đề_nghị thanh nien_corp “ hỗ_trợ ngân_hàng trong đôn_đốc khách_hàng đào việt_cường nhân_viên công_ty thanh_toán nợ vay đầy_đủ ”
10,phải_chăng khoản vay ông cường liên_can đến thanh_nien_corp
11,bidv bắc sài_gòn còn yêu_cầu ông cường thanh_toán dứt_điểm nợ vay ngày 15/3/2016
12,quá thời_hạn ông thanh_toán ngân_hàng khởi_kiện thực_hiện biện_pháp xử_lý_tài_sản đảm_bảo 5 căn_hộ nói
13,thanh nien_corp_bán tài_sản thế_chấp
14,đáng nói một trong số căn_hộ ông cường đứng_tên thế_chấp ngân_hàng thanh_nien_corp bán tiếp khách_hàng
15,cụ_thể căn_hộ c34 thanh_nien_corp_ký hợp_đồng mua_bán vợ_chồng ông nguyễn_văn_t ngụ qtân_bình ngày 22/6/2012 thời_điểm căn_hộ thế_chấp bidv bắc sài_gòn ông cường thế_chấp vay nợ
16,ông t hay biết căn_hộ mình người khác mang đi cầm_cố vụ_việc vỡ_lở
17,trường_hợp thế_chấp mua_bán căn_hộ c34 nói đặt câu hỏi tài_sản ông cường thế_chấp ở ngân_hàng vì_sao thanh_nien_corp đứng ký hợp_đồng mua_bán khách_hàng
18,hiểu thanh nien corp lấy tài_sản thuộc sở_hữu mình giao_dịch
19,trao_đổi pv_infonet chiều 29/5 bà lê_thị_diệu_phú biết tamexim thanh_nien_corp hợp_tác phát_triển dự_án the_harmona kiểu tamexim đất còn thanh nien corp góp tiền xây_dựng
20,về khúc_mắc trong hợp_đồng vay giữa ông cường bidv bắc sài_gòn hay thanh_nien_corp_bán tài_sản thế_chấp ở khách_hàng bà phú né_tránh trả_lời … trả_lời báo_chí ông nguyễn_hoàng_minh_– phó giám_đốc ngân_hàng nhà_nước chi_nhánh tphcm hay trong gần 600 căn_hộ chung_cư the_harmona mới 19 căn ngân_hàng giải chấp thu tiền bán nhà
21,luật_sư nguyễn_đức_chánh đoàn luật_sư tphcm nhận_định nội_dung vụ_việc ông đoàn việt_cường đứng_tên thế_chấp căn_hộ bidv bắc sài_gòn
22,tuy_nhiên thanh_nien_corp ký hợp_đồng mua_bán căn_hộ khách_hàng khác thậm_chí khách_hàng còn giao nhà quản_lý sử_dụng
23,hành_vi vi_phạm pháp_luật thanh_nien_corp giao_dịch tài_sản thuộc sở_hữu
24,đối_với bidv bắc sài_gòn ngân_hàng nhận thế_chấp tài_sản ông đoàn việt_cường thiếu giám_sát chặt_chẽ tài_sản thế_chấp thực_hiện tốt thu_hồi nợ quy_chế tín_dụng ngân_hàng
25,vì_vậy bidv bắc sài_gòn trách_nhiệm liên_đới
