idx, sentence
0,tổng_giám_đốc công_ty việt an_hòa trần_khánh_quang nhận_xét về mặt lý_thuyết hệ_thống luật đầy_đủ điều_khoản quy_định nhằm giám_sát bán nhà hình_thành trong tương_lai bảo_vệ quyền người mua nhà
1,luật_nhà_ở luật_kinh_doanh bất_động_sản yêu_cầu khá cụ_thể về nghĩa_vụ chủ đầu_tư bán nhà xây xong móng vốn đối_ứng công_trình gắn liền quyền sử_dụng đất thế_chấp tài_sản tuân_thủ hướng_dẫn về giải chấp tiến_hành thủ_tục cấp giấy chứng_nhận người dân ngân_hàng quy_định chặt về quy_trình thẩm_định vay kiểm_tra thông_tin khách vay tài_sản thế_chấp hệ_thống
2,luật bảo_vệ quyền_sở_hữu_tài_sản người mua nhà
3,tuy_nhiên sở_dĩ xảy tình_trạng chung_cư thế_chấp 2 lần hoặc bán trùng căn_hộ chung_cư the_harmona lỗ_hổng quản_lý
4,ông quang 5 điểm mấu_chốt lưu_ý trong vụ siết nợ chung_cư gây hoang_mang tranh_cãi trong tuần
5,thứ nhất ngân_hàng công_chứng thế_chấp đầu_tiên đối_với quyền sử_dụng đất tài_sản hình_thành đất ngân_hàng sai đòi tài_sản đảm_bảo nợ quá_hạn
6,phản_ứng cách_thức đòi nợ phù_hợp
7,thứ hai chủ đầu_tư bán khách_hàng căn đồng_ý ngân_hàng thông_qua giải chấp quy_định
8,tiến_hành giải chấp chủ căn_hộ mới mang chính tài_sản đi thế_chấp ngân_hàng vay tiền
9,thứ ba khách_hàng mua biết rõ căn_hộ dự_án thế_chấp thường khách_hàng làm hoặc biết kiểm_tra ra_sao
10,thứ tư khách_hàng mua căn_hộ thế_chấp vay ở một ngân_hàng khác đồng_ý giải chấp ngân_hàng bidv
11,thứ năm xảy sự_vụ thế_chấp tài_sản chồng_chéo 2 lần lỗi nghiệp_vụ ngân_hàng kiểm_tra định_kỳ hàng tháng quý hoặc năm
12,5 cơ_sở thấy dù quy_định khá chặt_chẽ lỗ_hổng nằm ở khâu giám_sát quá_trình bán hàng vay
13,bán trùng căn_hộ vi_phạm pháp_luật thế_chấp 2 lần tiến_hành giải chấp trái quy_định
14,tránh rắc_rối mua căn_hộ hình_thành trong tương_lai khách_hàng tham_khảo nguồn sở xây_dựng biết dự_án đủ điều_kiện bán hay ngân_hàng biết tài_sản mang đi thế_chấp một cá_nhân hay tổ_chức nào hay
15,lỗ_hổng còn làm cách nào biết chủ đầu_tư bán trùng căn_hộ một căn_hộ bán người
16,trường_hợp harmona trường_hợp bán trùng thường xảy ở nhóm khách_hàng mua nhà bằng tiền_mặt vay ngân_hàng
17,vấn_đề thuộc về uy_tín đạo_đức kinh_doanh hiện_nay quy_định nào bắt_buộc hoặc chế_tài doanh_nghiệp báo_cáo sản_phẩm nào bán hoặc còn tồn_kho ông quang nói
18,tiến_sĩ đinh_thế_hiển phân_tích đối_với câu_chuyện harmona bidv tài_sản thế_chấp mình bán người dân chủ đầu_tư thu gần hết số tiền bán nhà trước_hết lỗi nghiệp_vụ chính nhà_băng
19,cán_bộ ngân_hàng kiểm_tra giám_sát thường_xuyên tình_trạng dự_án
20,mọi động_thái thay_đổi nào dự_án ngân_hàng biết
21,vậy_thì làm_sao xảy chủ đầu_tư tự_ý mang căn_hộ thế_chấp bán cư_dân ông hiển phân_tích
22,hiện_nay bảo_vệ quyền_lợi người mua nhà ông đinh_thế_hiển biết bản_thân người dân tự tìm_hiểu dự_án thật kỹ quyết_định xem dự_án đủ điều_kiện mua_bán tham_khảo thông_tin ở sở xây_dựng xem dự_án ngân_hàng bảo_lãnh
23,quy_định hiện_hành 172015 luật_kinh_doanh bất_động_sản 2014 chính_thức hiệu_lực đồng_nghĩa quy_định doanh_nghiệp bất_động_sản ngân_hàng bảo_lãnh bán thuê nhà hình_thành trong tương_lai
24,quy_định ban_hành nhằm nâng cao trách_nhiệm chủ đầu_tư giao nhà khách_hàng đúng cam_kết
25,thứ hai khách_hàng ứng tiền chủ đầu_tư khách_hàng yên_tâm chủ đầu_tư hoàn_thành dự_án cam_kết ngân_hàng trách_nhiệm hoàn tiền khách mua nhà
26,hướng_dẫn thực_thi quy_định ngày 265 ngân_hàng nhà_nước ban_hành thông_tư 07 quy_định về bảo_lãnh ngân_hàng hiệu_lực ngày 98
27,hôm giữa tháng 82015 ngân_hàng nhà_nước công_bố danh_sách 33 ngân_hàng đầu_tiên đủ điều_kiện bảo_lãnh chủ đầu_tư dự_án bất_động_sản bán thuê mua nhà ở hình_thành trong tương_lai
28,danh_sách người mua nhà tham_khảo tìm_hiểu dự_án mình đảm_bảo quyền_lợi
29,trao_đổi pv tiến_sĩ bùi_quang_tín trường đại_học ngân_hàng tp hcm biết chiếu luật_nhà ở năm 2014 thông_tư 26 ngân_hàng nhà_nước ngày 9122015 hướng_dẫn trình_tự thủ_tục giải chấp thế_chấp tài_sản dự_án đầu_tư xây_dựng nhà_ở nhà ở hình_thành trong tương_lai quy_định chủ đầu_tư quyền_thế_chấp quyền sử_dụng đất tài_sản hình_thành đất vay vốn
30,thông_tư nêu rõ tài_sản hình_thành phát_sinh tranh_chấp khiếu_kiện khiếu_nại thông_tin ban_đầu doanh_nghiệp vay bidv tài_sản xây xong bán người dân coi tài_sản thế_chấp hợp_lệ
31,tuy_nhiên vấn_đề lỗ_hổng pháp_lý thông_tư 26 hướng_dẫn cụ_thể vay ngân_hàng làm thế_nào giám_sát tài_sản
32,chủ đầu_tư mang tài_sản đi thế_chấp ngân_hàng quyền bán người dân trừ trường_hợp đồng_ý phía ngân_hàng nhận bảo_lãnh dòng tiền thu về bán chảy ngân_hàng thu_hồi nợ
33,ngoài_ra quy_định_luật hiện_nay quy_định rõ biện_pháp chế_tài về chủ dự_án làm sai xử_lý thế_nào
