idx, sentence
0,phó chủ_tịch ubnd tp hcm lê_văn_khoa yêu_cầu ubnd quận 5 rà_soát phương_án hỗ_trợ bồi_thường tái_định_cư vận_động 10 hộ dân còn chung_cư 727 trần_hưng_đạo phường 1 quận 5
1,vận_động thuyết_phục 10 hộ dân còn chịu di_dời thực_hiện cưỡng_chế
2,ubnd tphcm chỉ_đạo ubnd quận 5 phối_hợp cơ_quan liên_quan tiếp_tục theo_dõi cập_nhật tình_trạng chất_lượng công_trình chung_cư xử_lý hiện_tượng nguy_cơ sập đổ nhằm đảm_bảo an_toàn cao nhất người dân
3,ngày 205 cuộc họp quận_ủy quận 5 bí_thư thành_ủy tphcm đinh_la_thăng truy_vấn cung_cư xuống_cấp đổ sập bất_cứ lúc_nào
4,trong buổi làm_việc bí_thư thăng đưa bức ảnh về chung_cư 727 trần_hưng_đạo báo_chí ví_von “ chung_cư hoang_tàn nhất sài_gòn ”
5,“ chúng_ta thấy quan_tài đổ lệ
6,chung_cư cũ sập mấy ông sợ đúng
7,cầu xuống_cấp bao_nhiêu năm làm
8,sập ầm_ầm làm
9,300 tỉ đồng trong 3 tháng
10,đừng chung_cư cũ giống ” bí_thư thăng dẫn_chứng vụ sập cầu ghềnh ở đồng_nai
11,bí_thư thăng biết “ bất_luận thế_nào dân sống trong ngôi nhà an_toàn không_thể sống trong ngôi nhà đổ sập bất_cứ lúc_nào
12,quận 5 tính_toán trình cơ_chế giải_quyết di_dời ít_nhất 50 chung_cư cũ xuống_cấp trong thời_gian tới ”
13,nghe đại_diện sở xây_dựng biết chung_cư 727 trần_hưng_đạo còn 10 hộ sinh_sống cưỡng_chế di_dời thời_gian tới bí_thư thành_ủy chỉ_đạo làm
14,“ đừng lợi_ích ít người ảnh_hưởng đến nghìn người khác ” ông thăng nói
15,vị_trí giáp_ranh quận 1 cách chợ bến_thành hơn 2 km sở_hữu_mặt_tiền đại_lộ quan_trọng bậc nhất tphcm chung_cư 727 xây_dựng năm 60 thế_kỷ tên gọi building_president cao 13 tầng gồm 6 lốc nhà liên_thông nhau tổng_cộng 530 phòng
16,chung_cư 727 đánh_giá chung_cư cao hiện_đại bậc nhất sài_thành đến nay chung_cư xuống_cấp trầm_trọng
