idx, sentence
0,kỳ thủ ấn_độ_sethuraman_sp
1,hcđ nội_dung cờ tiêu_chuẩn giải năm_ngoái người sở_hữu_elo cao nhất lê_quang_liêm đối_mặt kể đầu giải đúng nguyên_tắc đối_đầu trực_tiếp giữa ai điểm_số
2,đúng lo_ngại sethuraman_sp
3,thi_đấu kiên_cường tận_dụng ưu_thế khai cuộc liên_tục gài thế cờ khó đối_với quang_liêm bằng nước đổi quân lần_lượt tượng hậu mã khoảng 14 nước đi
4,bằng lối đánh hết_sức tự_tin quang_liêm bình_tĩnh hóa_giải mọi trở_ngại phòng_ngự chắc_chắn dồn_ép đối_phương trở_lại
5,ưu_thế về quân 51 nước đi liêm sử_dụng cặp xe phá toang thành_trì đối_phương buộc sethuraman_sp
6,chấp_nhận thua cuộc
7,chiến_thắng quan_trọng quang_liêm đạt 5 điểm quay ngôi đầu mất tay gao_rui một vòng đấu
8,kỳ thủ trung_quốc chấp_nhận nhường_bước đồng_hương wei_yi hơn mình gần 150 elo trao cơ_hội công_phá ngôi đầu quang_liêm wei_yi
9,bằng điểm kém quang_liêm về hệ_số phụ wei_yi đáng mọi đối_thủ giải e_dè
10,chẳng xa_lạ người hâm_mộ cờ wei_yi biết đến nhận danh_hiệu đại kiện_tướng năm 13 tuổi xếp thứ tư trong danh_sách kỳ_thủ trẻ tuổi nhất thế_giới vinh_dự
11,anh kỳ_thủ trẻ nhất thế_giới sở_hữu_elo “ khủng ” 2700 góp_mặt trong nhóm siêu_đại kiện_tướng hồi đầu tháng 5 hiện tạm mất vài điểm elo xuống mức 2694
12,ở ván đấu trừ quang_liêm wei_yi giành chiến_thắng sáu bàn đấu 12 kỳ_thủ trong nhóm dẫn đầu_bảng xếp_hạng kết_quả hòa
13,nguyễn_ngọc trường_sơn 2636 thất_bại tay gao_rui ở vòng đấu kịp trở_lại chiến_thắng quan_trọng deni_sonjaya indonesia 2556 vươn vị_trí 18 bảng xếp_hạng 4 điểm
14,nguyễn_huỳnh_minh_huy 2458 trong không_thể làm hơn adhiban_s 2665 lùi xuống tận vị_trí 23 35 điểm trong tay
15,đối_đầu wei_yi ở ván 7 đánh_giá quan_trọng đối_với quang_liêm trong hành_trình chinh_phục danh_hiệu châu_lục anh hướng tới 2/3 chặng đường giải
16,vị_trí hạt_giống số 1 quang liêm_chính mục_tiêu công_phá mọi đối_thủ xem anh tận_dụng tốt ưu_thế mình duy_trì ngôi đầu_bảng ở 5/6 vòng đấu
