idx, sentence
0,chiều ngày 9/8 nguồn tin pv dân_trí biết ông lê_thành_huấn phó giám_đốc sở giao_thông vận_tải gtvt tỉnh cà_mau ký báo_cáo gửi ubnd tỉnh cà_mau đồng_thời đề_xuất hướng xử_lý công_trình cầu_ô_rô đổ sập ngày 5/8
1,báo_cáo sở gtvt tỉnh cà_mau cây cầu giao_thông đổ sập nói thuộc tuyến đường ô_tô đến trung_tâm xã đất_mũi chủ_tịch ubnd huyện ngọc_hiển làm_chủ đầu_tư
2,toàn tuyến đường chiều dài 13400 m 6 cầu giao_thông tuyến đường đầu_tư quy_mô đường cấp vi đồng_bằng
3,thời_điểm xảy sự_cố toàn tuyến láng nhựa 86 km phần đường còn thi_công xong lớp đá mặt_đường chuẩn_bị láng nhựa
4,cây cầu tuyến đường cơ_bản hoàn_thành còn thi_công hoàn_thiện đường đầu_cầu trong cầu_ô_rô thiết_kế tải_trọng h8 gồm 5 nhịp chiều dài 846 m cầu triển_khai thi_công tháng 5/2013
5,đánh_giá sơ_bộ nguyên_nhân xảy sự_cố sập cầu mố a cầu_ô_rô cách mố b cầu cái_dày thuộc dự_án khoảng hơn 50 m đường đầu cầu đi bãi bồi giữa 2 tuyến kênh địa_chất yếu
6,hơn_nữa cầu bắc kênh ô_rô cách ngã ba_đình khoảng 150 m sông sâu nước chảy mạnh đường đầu cầu nguy_cơ mất ổn_định cao
7,đoàn kiểm_tra xác_định chiều cao khá lớn đường đầu cầu sạt_lở khối_lượng lớn đất đẩy phía bờ sông làm mất ổn_định gãy cọc mố kéo_theo sập 2 nhịp cầu trụ t1
8,đoàn kiểm_tra đề_xuất ubnd tỉnh cà_mau chỉ_đạo thành_lập tổ điều_tra sự_cố giám_định nguyên_nhân đề_nghị ubnd huyện ngọc_hiển cung_cấp toàn_bộ hồ_sơ tài_liệu văn_bản liên_quan đến công_trình cầu_ô_rô hồ_sơ dự_án thiết_kế bản_vẽ hồ_sơ quản_lý chất_lượng … phục_vụ công_tác giám_định nguyên_nhân sự_cố chậm nhất_là ngày 12/8/2016
9,dân_trí thông_tin khuya ngày 5/8 người dân sống quanh khu_vực cầu_ô_rô nghe tiếng_động lớn phía cầu_ô_rô
10,người dân xem phát_hiện cầu sập 2 nhịp xuống kênh
11,đánh_giá người dân mố_cầu làm sơ_sài vị_trí cầu nằm gần ngã ba sông kênh ô_rô sâu nước chảy xiết ảnh_hưởng lớn trụ cầu
12,người dân nghi_ngờ công_trình “ rút_ruột ” dẫn đến kém chất_lượng
