idx, sentence
0,sáng nay ngày 21/5 đám_cưới goo_hye_sun ahn_jae_hyun chính_thức tổ_chức đặc_biệt
1,cặp tình_nhân nổi_tiếng tới khoa nhi bệnh_viện severance seoul tổ_chức hôn_lễ thay_vì làm nghi_lễ rước_dâu nhà_thờ phong_tục truyền_thống
2,phóng_viên có_mặt bệnh_viện ghi_hình cặp_đôi
3,goo hye_sun ahn_jae_hyun khoảng thời_gian gặp_gỡ báo_chí bệnh_viện
4,cặp_đôi dùng toàn_bộ số tiền tổ_chức đám_cưới tặng bệnh_nhi ở
5,một_số nguồn tin biết goo_hye_sun ahn_jae_hyun gia_đình tận_hưởng bữa ăn nhau tổ_chức tiệc mừng cặp_đôi khác
6,người đại_diện bệnh_viện severance seoul bày_tỏ biết_ơn cảm_kích hành_động goo_hye_sun ahn_jae_hyun
7,người đại_diện biết họ hứa sử_dụng số tiền ý_nghĩa có_ích nhất
8,xuất_hiện_tại bệnh_viện cô_dâu goo_hye_sun ăn_mặc khá giản_dị xinh_đẹp trong bộ_đồ màu hồng phấn
9,môi người_đẹp vườn sao băng luôn nở sẵn nụ cười rạng ngời
10,trong chú_rể ahn_jae_hyun ăn_mặc khá đơn_giản áo_thun kết_hợp sơ_mi trắng
