idx, sentence
0,tiếp_xúc thanh_niên ông lộc kể tối 245 ông vợ đi quán tạp_hóa gia_đình nằm cách nhà khoảng 300 m 2 người_lạ_mặt quán hỏi mua hàng một trong 2 người rút dao chém tay ông khiến 1 ngón_tay đứt lìa ngón khác đứt sâu họ xe_máy bỏ đi
1,ông lộc đưa đến bệnh_viện huyện chuyển bệnh_viện tỉnh điều_trị ngón tay đứt lìa nối
2,hồi giữa tháng 3 ông lộc làm đơn tố_cáo ubnd xã thanh_tường sai_phạm về tài_chính trong xây_dựng trường tiểu_học
3,ông lộc một tổ_chức phi_chính_phủ tài_trợ xã 2 tỉ đồng xã chi trái nguyên_tắc hơn 1 tỉ đồng
4,đơn ông gửi huyện tỉnh
5,trả_lời thanh_niên ông lưu_văn_hòa chủ_tịch ubnd xã thanh_tường thừa_nhận tố_cáo ông lộc cơ_sở
6,ông hòa biết năm 2007 một phụ_nữ tên khương ở tpvinh đến đặt vấn_đề “ chạy ” dự_án xây trường một tổ_chức phi_chính_phủ
7,bà khương đề_nghị xã trích 55 chi_phí “ chạy ”
8,đến năm 2011 xã muốn xây nhà đa chức_năng trường tiểu_học bàn bà khương bà đồng_ý lấy 45 900 triệu đồng trong số 2 tỉ đồng tiền tài_trợ 5 100 triệu đồng chi đơn_vị thi_công_trường làm hồ_sơ khống quyết_toán tổ_chức tài_trợ
9,xây nhà đa chức_năng gồm 4 phòng tiêu_chuẩn nhà cấp 4 chi_phí hơn 800 triệu đồng tiền còn dư xã chi khoản trả tiền xi_măng xây_dựng đường nông_thôn chi khoản đi_lại xin dự_án tổ_chức lễ khánh_thành trường khoản chi công_bố xã thừa_nhận chi sai nguyên_tắc
10,“ đích_thân tôi đến nhà ông lộc 2 lần nói ông ấy thông_cảm ông ấy yêu_cầu huyện thông_báo trả_lời đơn ông mặt_khác xã tổ_chức họp đảng_bộ thông_qua khoản chi tất_cả đảng_viên đồng_ý ông mới chịu ” ông hòa nói
