idx, sentence
0,thời_gian cụ ông đơn tố_cáo một_số cán_bộ xã biểu_hiện tham_nhũng trong quá_trình xây trường tiểu_học ở xã
1,chiều 265 thiếu_tá trần_văn_hùng – phó_trưởng công_an huyện thanh_chương nghệ_an biết đơn_vị tiến_hành điều_tra truy_tìm hai đối_tượng chém ông nguyễn_quang_lộc sn 1947 trú xóm 3 xã thanh_tường huyện thanh_chương trọng_thương
2,ông lộc trình_bày 19 giờ tối 245 trong ông nhà đi mở quán tạp_hóa gia_đình bán hàng hai người_lạ_mặt chở nhau xe_máy đến bắt_chuyện
3,họ hỏi ông tên lộc
4,thấy ông lộc trả_lời đúng một trong hai người đàn_ông nói lát họ đến quán tạp_hóa ông mua hàng
5,trong ông lộc loay_hoay mở_cửa quán anh nguyễn_thế_định trú xóm chạy sang thông_báo hai người đi xe_máy đến hỏi
6,anh định căn_dặn ông lộc cẩn_thận
7,người dân xác_nhận suốt buổi chiều ngày hai người đàn_ông lân_la đi tìm ông lộc
8,khoảng hơn 8 giờ tối ngày vợ ông lộc trông quán chồng thấy hai người đàn_ông lạ_mặt quay
9,một người ngồi yên xe còn một người đi bộ bảo ông lộc bán một gói bim bim
10,ông lộc lấy gói bim bim giao khách xong ngồi xuống ghế
11,vị khách lạ_mặt đi chỗ ông lộc ngồi rút dao chém khiến ngón_tay bàn_tay trái ông đứt lìa rơi xuống đất ngón_tay bàn_tay cắt sâu một_nửa
12,“ tôi đưa gói bim bim xong ngồi xuống hai tay đùi
13,thấy khách đi tôi nghĩ anh ta đến gần trả tiền gói bánh đề_phòng ” – ông lộc kể
14,chém ông lộc xong người đàn_ông lạ_mặt chạy chỗ xe_máy bạn ngồi chờ hai bỏ trốn
15,ông lộc mọi người đưa bệnh_viện đa_khoa huyện thanh_chương chuyển bệnh_viện chấn_thương chỉnh_hình tỉnh nghệ_an điều_trị
16,ông lộc biết ông hề quen_biết hai người đàn_ông lạ_mặt chém ông
17,thời_gian gần ông lộc làm đơn tố_cáo một_số cán_bộ xã thanh_tường vi_phạm trong quá_trình sử_dụng tài_chính xây_dựng trường tiểu_học xã đến nay đơn tố_cáo ông chính_quyền địa_phương phản_hồi
