idx, sentence
0,ngày 24/05 vừa_qua mỹ_linh vinh_dự trình_bày quốc_ca việt_nam bài phát_biểu tổng_thống mỹ_obama trung_tâm hội_nghị quốc_gia
1,tuy_nhiên tiết_mục trình_bày nhạc đệm dàn_bè ca sỹ mỹ_linh vấp luồng ý_kiến trái chiều dư_luận truyền_thông
2,khán_giả nhạc_sĩ mỹ_linh hát phong_cách opera làm mất đi bi_hùng quốc_ca
3,mặt_khác một bộ_phận khán_giả lẫn giới chuyên_môn ‘ mới bao_giờ gây tranh_cãi ’ hát quốc_ca phong_cách opera hay phù_hợp trong điều_kiện hát quốc_ca nhạc nền hợp_xướng
4,giữa tâm_bão dư_luận mỹ_linh thẳng_thắn lên_tiếng lời chê_bai về phần trình_diễn quốc_ca mình thời chiến_tranh bom_đạn tôi hát quốc_ca thông_điệp thời_bình tinh_thần hàn_gắn chia_sẻ yêu_thương hừng_hực kháng_chiến ngày nào
5,nữ_ca_sĩ thừa_nhận cô gặp tai_nạn nghề_nghiệp phần trình_diễn cô bắt tone hơi thấp
6,mỹ linh_cảm thấy tiếc làm tốt hơn cơ_hội hát
7,cách ít phút diva hồng_nhung đăng_tải một dòng trạng_thái dài lên_tiếng bảo_vệ mỹ_linh – người đồng_nghiệp đồng_thời người bạn thân_thiết cô
8,cô bống câu_chuyện thổi_phồng quá xa trong tranh_cãi gay_gắt mang tính tiêu_cực
9,diva hồng_nhung chọn mỹ_linh hát quốc_ca bài phát_biểu tổng_thống obama ‘ lựa_chọn tối_ưu ’
10,đứng hát trực_tiếp nhạc đệm hợp_xướng tổng_thống obama – người đàn_ông quyền_lực nhất thế_giới hàng trăm ống_kính máy quay phát trực_tiếp không_chỉ trong nước mà_còn ở quốc_tế đòi_hỏi một bản_lĩnh sân_khấu thật_sự vững_vàng
11,‘ một ca_sĩ đẳng_cấp cỡ mỹ_linh khả_năng cấm_khẩu hát lời hoàn_toàn xảy ’ – hồng_nhung nhận_xét
12,hồng_nhung biết chị buồn ‘ phê_bình chê_bai gay_gắt vượt quá xa trong khung văn_hóa ứng_xử cho_phép một_số đông dành mỹ_linh trở_nên công_bằng đến mức ác cố_ý vùi_dập ’
13,đáng_lẽ ca_sĩ mỹ_linh đáng mọi người vùi_dập như_thế ‘ mỹ_linh hát một trách_nhiệm nghiêm_túc thể_hiện trân_trọng tình_cảm yêu nước mình trong câu_hát sai một chênh một nốt ’
14,kết tâm_thư dài cô bống hồng_nhung quên dành lời động_viên người đồng_nghiệp người bạn thân_thiết mình ‘ tôi hãnh_diện mỹ_linh một tài_năng đủ lớn sống vượt mọi vỏ bọc bên ngoài trung_thành giá_trị nhân_văn mình tin_tưởng mặc thị_phi ’
