idx, sentence
0,cách gần 1 tháng lee nguyễn tên trong danh_sách sơ_bộ 40 cầu_thủ hlv jurgen_klinsmann
1,hoàn_toàn xứng_đáng cầu_thủ gốc việt anh chơi hay trong 3 mùa giải vừa_qua trong màu áo new_eangland
2,thực_tế cựu cầu_thủ bình_dương thường_xuyên klinsmann triệu_tập đtqg trong thời_gian gần tham_dự trận giao_hữu
3,tưởng cơ_hội dự copa_america 2016 mở lee nguyễn_sau anh có_mặt trong danh_sách sơ_bộ 40 cầu_thủ chiến_lược gia người đức
4,tuy_nhiên phút cuối klinsmann gạch tên tiền_vệ gốc việt trong số 23 người dự giải đấu tháng 6 tới
5,như_vậy cầu_thủ thuộc biên_chế new_england lần thứ 2 dự copa_america
6,anh khoác áo đội bóng xứ cờ hoa giải vô_địch bóng_đá nam_mỹ năm 2007
7,ngoài lee nguyễn hlv klinsmann gạch tên tiền_đạo altidore trong danh_sách tham_dự copa_america 2016 sân_nhà
8,trụ_cột dempsey tim_howard bradley yedlin geoff_cameron có_mặt
9,bất_ngờ nhất cầu_thủ trẻ mới 17 tuổi dortmund christian_pulisic chiến_lược gia người đức đặt niềm tin
