idx, sentence
0,thông_tin cục hàng_không việt_nam cảng_hàng_không chk nội_bài công_suất thiết_kế 25 triệu hành_khách / năm
1,tuy_nhiên sức tăng_trưởng mạnh_mẽ hiện_nay trong vòng 3 năm sân_bay nội_bài rơi tình_trạng quá_tải
2,nhằm giảm tải sân_bay nội_bài cục hàng_không việt_nam kế_hoạch mở_rộng nâng công_suất sân_bay
3,ông lại_xuân_thanh – cục_trưởng cục hàng_không đáp_ứng quy_hoạch giảm tải sân_bay nội_bài cục hàng_không thực_hiện quy_hoạch thủ_tướng chính_phủ phê_duyệt mở_rộng xây_dựng đối_diện sân_bay nội_bài hiện_nay diện_tích 720 ha thuộc 3 xã phú_minh phú_cường mai_đình huyện sóc_sơn
4,chi_phí giải_phóng mặt_bằng đền_bù xây_dựng khu tái_định_cư người dân dự_kiến khoảng 2 tỷ usd tính thời_giá năm 2015
5,chi_phí xây_dựng hạng_mục chính “ nội_bài 2 ” đường lăn sân đỗ khu nhà_ga đèn_chiếu sáng … khoảng 78000 tỷ đồng thực_hiện hình_thức xã_hội_hóa
6,đến nay cục hàng_không tiến_hành lấy ý_kiến địa_phương về xây_dựng đến nay địa_phương đồng_ý
7,xây_dựng xong kế_hoạch chi_tiết phối_hợp tp hà_nội cục hàng_không tiến_hành báo_cáo chính_phủ
8,thủ_tướng chính_phủ phê_duyệt quy_hoạch giao_thông vận_tải thủ_đô hà_nội đến năm 2030 tầm nhìn đến 2050 tổng nhu_cầu vốn đầu_tư khoảng 1235380 tỷ đồng
9,trong hạ_tầng hàng_không cảng_hàng_không quốc_tế nội_bài cải_tạo nâng_cấp thành cảng_hàng_không sân_bay quốc_tế lớn phía bắc
10,đến năm 2020 cảng_hàng_không cấp 4e tiêu_chuẩn icao lượng hành_khách đạt 2025 triệu hành_khách / năm 260000 tấn hàng_hóa / năm
