idx, sentence
0,đt xứ wales mất tới 58 năm tham_dự một giải đấu lớn
1,bởi_vậy ngôi_sao đội bóng quyết_tâm làm_nên đất pháp
2,xứ wales đến giải đấu lần một đội_hình tương_đối_chất_lượng
3,trong tay hlv chris_coleman cầu_thủ tốt kể đến ashley_williams swansea ramsey arsenal đặc_biệt tiền_vệ gareth_bale real_madrid
4,rõ_ràng trong số ngôi_sao xứ wales tiền_vệ gareth_bale tên sáng_giá nhất
5,siêu_sao real_madrid một trong cầu_thủ tấn_công hay nhất thế_giới anh cầu_thủ bóng_đá nước đặt kỳ_vọng nhất
6,áp_lực đè nặng vai bale anh quyết_tâm ở giải đấu đất pháp
7,trả_lời phỏng_vấn bbc mới_đây cầu_thủ đắt_giá nhất thế_giới thậm_chí còn đưa tuyên_bố hùng_hồn về tham_vọng đt xứ wales
8,anh tin đội bóng mình đủ sức làm_nên bất_ngờ lớn
9,phát_biểu báo_giới bale nói “ chúng_tôi cố_gắng giành chiến_thắng ở tất_cả trận đấu euro 2016
10,trước_mắt chúng_tôi hướng đến ngôi đầu_bảng
11,xứ wales cầu_thủ tốt đủ sức làm_nên cú sút
12,chúng_tôi một tập_thể thi_đấu nhau trong một thời_gian dài cầu_thủ hiểu nhau
13,tinh_thần đoàn_kết chìa_khóa chúng_tôi tiến xa
14,cầu_thủ xứ wales đặt mục_tiêu cao ở giải đấu lần ”
15,đt xứ wales khởi_đầu chiến_dịch euro 2016 bằng trận gặp slovakia ngày 11/6 đối_mặt đt anh 5 ngày đá trận cuối vòng bảng gặp nga ngày 20/6
16,bảng đấu hề dễ_dàng khả_năng đi tiếp bale đồng_đội hề dễ_dàng
17,ngôi_sao real trải kỳ nghỉ ngắn ngày giành chiến_thắng trong trận chung_kết champions_league
18,cầu_thủ sinh năm 1989 khẳng_định anh gần đạt trạng_thái tốt nhất sẵn_sàng tỏa sáng đất pháp
19,danh_sách 23 cầu_thủ xứ wales tới pháp thủ_môn wayne_hennessey danny_ward owain_fon_williams
20,hậu_vệ chris_gunter james_chester ashley_williams ben_davies neil_taylor james_collins jazz_richards
21,tiền_vệ joe_allen joe_ledley aaron_ramsey andy_king david_edwards jonny_williams david_vaughan george_williams
