idx, sentence
0,hội nghề cá việt_nam công_văn đề_nghị chính_phủ bộ ngành đẩy nhanh tiến_độ xác_định nguyên_nhân cá chết hàng_loạt ở tỉnh bắc miền trung
1,hội nghề cá kéo_dài tiến_độ xác_định nguyên_nhân chất_độc trong trầm_tích ở đáy biển pha loãng dần
2,mẫu cá ở thời_điểm đầu tháng 4/2016 lưu phòng kiểm_nghiệm hết hạn tiêu_hủy khiến truy_tìm nguyên_nhân chính_xác khó_khăn hơn
3,xác_định đúng nguyên_nhân cá chết giúp trấn_an dư_luận mà_còn tuân_thủ quy_định hiệp_định về biện_pháp kiểm_dịch động_thực_vật sps tổ_chức_thương_mại_thế_giới wto việt_nam thành_viên
4,tất_cả mối nguy mất an_toàn thực_phẩm xuất_phát đánh_giá nguy_cơ quốc_gia tổ_chức võ_đoán áp_đặt mối nguy gây mất an_toàn thực_phẩm
5,ông nguyễn_việt_thắng chủ_tịch hội nghề cá đến nay ngư_dân tỉnh hà_tĩnh đến thừa_thiên huế chưa_thể đi đánh_cá ven biển hộ nuôi dậm chân tại_chỗ
6,hội đề_nghị chính_phủ tiếp_tục hỗ_trợ thành_viên gia_đình thiệt_hại cá chết 15 kg gạo / tháng / người đến xác_định nguyên_nhân sản_xuất phục_hồi
7,cá chết con_người gây thủ_phạm ngoài chịu hình_phạt pháp_luật quy_định còn chi_trả toàn_bộ chi_phí hỗ_trợ ngư_dân chính_phủ ứng
8,thủ_phạm chi_trả chính_phủ thiệt_hại về tài_nguyên sinh_vật biển hủy_hoại chi_phí phục_hồi môi_trường_sinh_thái vùng_biển tác_động ông thắng nhấn_mạnh
9,hội nghề cá còn đề_nghị bộ_tài_nguyên_và_môi_trường xem_xét bổ_sung chính_sách kiểm_soát môi_trường đặc_biệt chất_thải hoạt_động sản_xuất kinh_doanh đảm_bảo môi_trường bền_vững
10,hiện_tượng cá chết bất_thường hàng_loạt bắt_đầu ngày 6/4 khu_vực cảng vũng_áng xã kỳ_lợi kỳ_hà thị_xã kỳ_anh hà_tĩnh lan quảng_bình ngày 10/4 thừa_thiên huế 15/4 quảng_trị 16/4 kéo_dài đến 4/5
