idx, sentence
0,vietjet tưng_bừng khai_trương đường_bay tphcm – kuala_lumpur thủ_đô kuala_lumpur malaysia
1,chuyến bay đầu_tiên vietjet tới kula_lumpur mang số_hiệu vj825 hạ_cánh 12 00 giờ_địa_phương chào_đón nhiệt_liệt người_dân đoàn lãnh_đạo cấp cao hai nước việt_nam malaysia gồm hiện_diện phó_thủ_tướng nước chxhcn việt_nam trịnh_đình_dũng lãnh_đạo bộ giao_thông vận_tải việt_nam lãnh_đạo bộ giao_thông vận_tải malaysia lãnh_đạo ban_ngành
2,phát_biểu buổi khai_trương ủy_viên trung_ương đảng phó_thủ_tướng chính_phủ trịnh_đình_dũng đánh_giá cao quyết_tâm vietjet – một hãng hàng_không thế_hệ mới trong tạo cầu_nối giữa việt_nam malaysia
3,phó_thủ_tướng đánh_giá cao nỗ_lực vietjet trong cung_cấp dịch_vụ hàng_không an_toàn đem lợi_ích người dân hai nước
4,hành_khách đi kuala_lumpur chuyến bay đầu_tiên thưởng_thức vũ_điệu truyền_thống quốc hoa malaysia tặng món quà xinh_xắn vietjet
5,giờ bay thuận_tiện dịch_vụ chất_lượng giá vé hấp_dẫn đường_bay đáp_ứng nhu_cầu di_chuyển du_lịch người dân 2 nước góp_phần thúc_đẩy giao_thương hội_nhập toàn_cầu
6,vé máy_bay mở bán tất_cả kênh vietjet bao_gồm website wwwvietjetaircom điện_thoại smartphone_https//mvietjetaircom facebook_wwwfacebookcom/vietjetvietnam mục “ đặt vé ”
7,thanh_toán bằng loại thẻ visa / master / amex / jcb / thẻ atm 24 ngân_hàng lớn việt_nam đăng_ký internet_banking
8,đường_bay tphcm – kuala_lumpur khai_thác hàng ngày thời_gian bay khoảng 1 giờ 55 phút
9,chuyến bay khởi_hành tphcm 9 h30 đến kuala_lumpur 12 h25 giờ_địa_phương
10,chiều ngược_lại khởi_hành 13 h00 giờ_địa_phương kuala_lumpur tới tphcm 13 h55 giờ_địa_phương
11,chào_đón sự_kiện vietjet công_bố 3 ngày vàng siêu khuyến_mại 31/5 0102 / 6/2016 hàng trăm_nghìn vé tiết_kiệm giá 0 đồng khung giờ vàng 12 h – 14 h áp_dụng tất_cả đường_bay trong nước quốc_tế đến malaysia singapore hàn_quốc đài_loan thái_lan myanmar thời_gian bay 15/8 đến 31/12/2016 trừ ngày lễ tết
