idx, sentence
0,thông_tin tổng_công_ty hàng_không việt_nam vietnam_airlines biết hai vị_trí lãnh_đạo cấp cao chủ_tịch hội_đồng_quản_trị tổng_giám_đốc mới bổ_nhiệm đại_hội cổ_đông thường_niên tổng_công_ty ngày 23/5
1,đại_hội cổ_đông tiến_hành đề_cử biểu_quyết bầu_cử bổ_sung thành_viên hội_đồng_quản_trị nhiệm_kỳ 2015 2020
2,căn_cứ kết_quả biểu_quyết đại_hội nhất_trí bầu bổ_sung ông dương_trí_thành hội_đồng_quản_trị nhiệm_kỳ 2015 2020
3,đại_hội hội_đồng_quản_trị tổng_công_ty họp nhất_trí thông_qua ông phạm_viết_thanh thôi giữ chức_vụ chủ_tịch hội_đồng_quản_trị vietnam_airlines thay_đổi công_tác phân_công bộ chính_trị
4,ông phạm_ngọc_minh thành_viên hội_đồng_quản_trị thôi kiêm giữ chức tổng_giám_đốc vietnam_airlines bổ_nhiệm làm chủ_tịch hội_đồng_quản_trị ông dương_trí_thành thôi giữ chức phó_tổng_giám_đốc bổ_nhiệm chức_vụ thành_viên hội_đồng_quản_trị kiêm giữ chức tổng_giám_đốc vietnam_airlines
5,quyết_định chính_thức hiệu_lực 0 00 giờ ngày 1/6/2016 giờ việt_nam
6,thời_điểm diễn đại_hội_đồng cổ_đông thường_niên vietnam_airlines sắp hoàn_tất đàm_phán hợp_đồng mua_bán cổ_phần ssa tập_đoàn hàng_không nhật_bản_ana_holdings tiến_hành ký_kết cuối tháng 5
7,kết_quả đàm_phán bộ giao_thông vận_tải phê_duyệt
8,tổng_công_ty hàng_không việt_nam thực_hiện phát_hành thêm cổ_phần nhà_đầu_tư chiến_lược nước_ngoài tập_đoàn hàng_không nhật bảnana_holdings_inc tăng vốn điều_lệ bằng hình_thức chào bán cổ_phần riêng_lẻ số cổ_phần bán 107668938 cổ_phần tỷ_lệ nắm giữ ana_holdings_inc 877 vốn điều_lệ vietnam_airlines phát_hành
9,hoàn_tất_giao_dịch ana_holdings_inc vietnam_airlines tiếp_tục phát_hành thêm cổ_phần giảm tỷ_lệ nắm giữ cổ_đông nhà_nước còn 75 hướng tới giảm tiếp xuống 65 vốn điều_lệ
