idx, sentence
0,chủ_trì hội_nghị trực_tuyến toàn_quốc về bảo_hiểm y_tế bhyt sáng nay thủ_tướng nguyễn_xuân_phúc mục_tiêu tiến tới bhyt toàn dân lớn liên_quan đến sức_khoẻ nhân_dân
1,“ 25 năm thực_hiện ngành cố_gắng nâng diện tham_gia bhyt 75
2,cố_gắng đáng trân_trọng mục_tiêu 78 cuối năm nay cao
3,tôi cao ” thủ_tướng đánh_giá
4,do_đó thủ_tướng đề_nghị nâng chỉ_tiêu tham_gia bhyt người dân hưởng phúc_lợi xã_hội chăm_sóc sức_khoẻ thể_hiện tiến_bộ trong lãnh_đạo điều_hành
5,“ chúng_ta bàn xem đến 2020 chỉ_tiêu tham_gia bhyt bao_nhiêu 85 hay 90
6,tôi nghĩ 91 thay_vì 80 hiện_tại ” thủ_tướng nói
7,thực_hiện mục_tiêu thủ_tướng đề_nghị làm rõ trách_nhiệm ngành địa_phương phân_công_cụ_thể mục_tiêu số_lượng mà_còn chất_lượng
8,“ chỉ_tiêu tiền_bạc chất_lượng phục_vụ thế_nào phân_biệt giữa khám tự_do khám tiền khám bhyt phân_biệt mua thuốc ” thủ_tướng đặt câu hỏi
9,dự_kiến hội_nghị ý_kiến dự_thảo quyết_định thủ_tướng về giao chỉ_tiêu bao_phủ bhyt giai_đoạn 2017 2020
10,liên thông 14000 cơ_sở khám chữa bệnh hội_nghị thứ_trưởng bộ tài_chính tổng_giám_đốc bhxh việt_nam nguyễn_thị_minh biết đến cuối 2015 tỉ_lệ tham_gia bhyt đạt 765
11,trong 6 tháng đầu năm 708 triệu đối_tượng tham_gia tăng khoảng 083 triệu tích_cực triển_khai giải_pháp đạt mục_tiêu 78 dân_số bhyt cuối năm nay
12,bà minh biết trong quá_trình tổ_chức thực_hiện gặp khó_khăn vướng_mắc
13,trong bhxh việt_nam giao đầy_đủ trách_nhiệm đề_xuất cơ_chế chính_sách hộ cận nghèo tỉnh cơ_chế hỗ_trợ lộ_trình điều_chỉnh giá dịch_vụ y_tế còn chậm đảm_bảo công_bằng do_đó bhxh đề_nghị chính_phủ giao bhxh việt_nam cơ_chế chủ_động hơn
14,cho_phép mở_rộng mạng_lưới thu bhyt huy_động doanh_nghiệp cơ_sở y_tế trạm bưu_điện … người_dân mua bhyt bất_cứ đâu chính_sách ưu_đãi nhóm tham_gia bhyt hộ gia_đình
15,bhxh đề_nghị tỉnh thành_phố huy_động mọi nguồn_lực hỗ_trợ người dân thuộc hộ cận nghèo hộ gia_đình làm nông lâm ngư diêm_nghiệp mức_sống trung_bình học_sinh sinh_viên thuộc gia_đình đông con khó_khăn kinh_tế hộ gia_đình khác
16,“ chúng_tôi tính_toán mức hỗ_trợ đóng bhyt đối_tượng trong năm 2016 4501 tỷ đồng
17,số tiền ưu_tiên dùng nguồn kinh_phí kết_dư ” bà minh thông_tin
18,ngoài_ra bhxh đề_nghị bộ y_tế nâng cao chất_lượng dịch_vụ y_tế thu_hút người dân tham_gia bhyt lộ_trình tăng_giá dịch_vụ bảo_đảm công_bằng giữa đối_tượng
19,“ chúng_tôi đề_nghị bộ_quốc_phòng bộ công_an bộ_gdđt điều_chỉnh lộ_trình 100 đối_tượng trong lực_lượng_vũ_trang học_sinh sinh_viên tham_gia bhyt năm 2017 ” bà minh nói
