idx, sentence
0,tên đao_phủ phì_nộn khét_tiếng tàn_bạo xấu_xí nhất is hiện một thành_viên gọi_là ủy_ban chặt chém
1,trong một video mới thành_viên nặng 127 kg nhìn thấy nằm chềnh_ềnh một xe_tải quân_đội syria mirror đưa tin
2,tên đao_phủ nổi_tiếng hành_quyết tàn_bạo chuyên chặt đầu_đàn_ông trẻ_em
3,giống “ john thánh chiến ” gã đao_phủ bí_ẩn thường bịt mặt mặc đồ kín_mít bao_giờ lộ_diện máy quay
4,hắn biệt_danh “ xe ủi ”
5,cách 2 năm tên nhìn thấy vác một khẩu súng_máy browning nặng 52 kg thường lắp xe_tăng
6,cuối năm_ngoái trang_web is công_bố hình_ảnh một người đàn_ông to_cao lực_lưỡng chặt đầu hai nghi phạm hàng trăm nam_giới trẻ_em ở anbar iraq
7,hình_ảnh thấy tên dùng một cây đao lớn hành_quyết nạn_nhân
8,tên côn_đồ khổng_lồ xuất_hiện trong video quay syria iraq yemen
9,hành_động man_rợ nhất hắn tên hành_quyết một cậu bé 15 tuổi nghe nhạc pop phương tây
