idx, sentence
0,con cá ngư đại_dương dài khoảng 3 m nặng hơn 300 kg ngư_dân cảng hòa_rớ lớn đến nay
1,thuyền_trưởng tàu cá kh 90297 huỳnh_phi_minh 50 tuổi vui_mừng biết trong 20 năm hành_nghề đánh_bắt cá ngừ đại_dương
2,lần đầu_tiên chúng_tôi đánh_bắt con cá_ngừ vây xanh lớn
3,ông minh trong ông thuyền_viên đường về bờ đánh con cá
4,2 tiếng đồng_hồ đánh_bắt 6 thuyền_viên mới kéo con cá tàu ông minh hay
5,con cá đưa khỏi hầm đá cảng hòn_rớ đông người dân ùn_ùn kéo đến chiêm_ngưỡng con cá
6,ngoài con cá ngư_dân tàu đánh_bắt hàng chục con cá_ngừ đại_dương khác nặng khoảng 4560 kg
7,bà nguyễn_thị_thu_thanh gđ cty_tnhh_hải_sản bền_vững đến mua con cá giá 180 nghìn đồng / kg gấp đôi giá cá_ngừ đại_dương hiện_tại
8,ngư_dân kinh_nghiệm bảo_quản loại cá lớn thế 1/3 con cá hư
9,kể con cá bệnh bà thanh tiếc_nuối
