idx, sentence
0,chiều ngày 20/5 tàu cá kh90297ts ông huỳnh_phi_minh xã phước_đồng tp nha_trang làm chủ tàu cập cảng cá hòn_rớ tp nha_trang khánh_hòa mang một con cá_ngừ vây xanh qúy hiếm
1,hàng trăm người dân hiếu kỳ đổ_xô đến xem khiến bến cảng đông_nghịt người
2,trao_đổi phóng_viên dân_trí ông minh biết tàu cá ông huỳnh_tấn_hải làm thuyền_trưởng 5 bạn thuyền cập bờ chuyến biển kéo_dài 18 ngày
3,ngoài trúng 15 tấn cá ngừ đại_dương ngư_dân còn câu một con cá_ngừ vây xanh cực hiếm về bờ sớm
4,cập cảng hòn_rớ khoảng 15 h chủ tàu liên_hệ đối_tác chuyên thu_mua cá_ngừ bán
5,đến khoảng 17 h ngày ngư_dân mở hầm bảo_quản kéo con cá_ngừ “ đặc_biệt ”
6,bến cảng một xe cẩu loại trung_bình tới cẩu con cá cảng
7,khoảng 30 phút neo buộc di_chuyển con cá_ngừ vây xanh cẩu thành_công cảng cá hòn_rớ chuyên_gia nhật_bản kiểm_tra chất_lượng
8,hoàn_tất kiểm_tra ban_đầu con cá đặt 4 bàn cân xác_định trọng_lượng
9,cuối_cùng con cá xác_định nặng 307 kg đưa xe đông_lạnh cấp đông
10,trao_đổi phóng_viên dân_trí bà nguyễn_thị_thu_thanh giám_đốc công_ty hải_sản bền_vững khánh_hòa doanh_nghiệp thu_mua con cá biết ngư_dân bảo_quản thành_công 2/3 con cá tính phần đầu đảm_bảo chất_lượng giá cá giảm mạnh
11,“ đuôi 30 cm thịt cá ăn_sống phần cá hư
12,hiện 3 chuyên_gia nhật_bản ở xác_định nó đúng cá_ngừ vây xanh
13,hư giá bán loại cá 30 usd / kg tương_đương 670 đồng / kg cá hư 2/3 tính đầu trở xuống chúng_tôi mua hỗ_trợ ngư_dân 180 kg / kg ” bà thanh biết
14,ngư_dân nguyễn_văn_công thuyền_viên tàu cá nói biết cách 6 ngày con cá dính câu 1 h sáng
15,đến khoảng 3 h sáng ngày 2 ngư_dân nhảy xuống biển buộc dây đuôi con cá quá to dây_buộc đứt rời khiến kéo bất_thành
16,“ đến sáng chúng_tôi buộc dây_dù mang cá huy_động máy_móc mới kéo con cá tàu 8 giờ đồng_hồ ” anh công_thuật
17,ngư_dân huỳnh_văn_ty một thuyền_viên khác biết chuyến biển câu 28 con cá_ngừ đại_dương con cá_ngừ vây xanh dính câu con_thứ 29
18,“ câu cá lớn biết quý anh_em kéo neo về bờ ” anh ty nói
19,ngư_dân con cá_ngừ vây xanh nói đánh_bắt ở vùng_biển hoàng_sa
20,“ trúng con cá anh_em ai mừng
21,chúng_tôi hề trúng cá bao_giờ ” chủ tàu ông huỳnh_phi_minh nói
22,biết năm 2013 trong phiên đấu_giá chợ cá tsukiji nhật_bản con cá_ngừ vây xanh nặng 222 kg giá đến 1554 triệu yên tương_đương 18 triệu usd khoảng 36 tỉ đồng
23,nhật_bản nước tiêu_thụ đến 80 cá_ngừ vây xanh đánh_bắt toàn thế_giới một lượng lớn loại cá khắp toàn_cầu vận_chuyển sang nhật_bản tiêu_thụ
24,sushi một trong món ăn truyền_thống nhật_bản
25,trong sushi cá_ngừ thường biết tới tên gọi kuro maguro xem một trong món đắt_đỏ nhất
26,đặc_biệt cá ngừ vây xanh thành_phần chính trong món sushi kuro_maguro cá_ngừ đen ở nhật_bản người sành_ăn sushi ưu_ái đặt tên kim_cương đen độ quý_hiếm nó
