idx, sentence
0,tin_tức báo vnexpress một thiếu_niên trung_quốc bắt đi lậu máy_bay sang dubai tiểu_vương_quốc arab thống_nhất nghe nói kiếm bộn tiền bằng ăn_xin
1,thiếu_niên họ 16 tuổi đến tỉnh tứ_xuyên bắt sân_bay dubai tiểu_vương_quốc arab thống_nhất uae đi lậu chuyến bay hãng emirates_airlines khởi_hành thượng_hải ngày 26/5 sohu
2,khai trốn trong khoang chở hàng máy_bay suốt 10 giờ
3,hiện rõ cậu làm thế_nào vượt an_ninh ở sân_bay phố_đông thượng_hải lẻn máy_bay
4,biết muốn đến dubai thử làm_ăn xin
5,cậu nghe nói ở dubai người ăn_xin kém nhất kiếm 480000 nhân_dân_tệ 72900 usd một tháng mất một giọt mồ_hôi
6,do_vậy cậu quyết_định lẻn khoang hàng một chuyến bay hãng emirates cất_cánh sân_bay thượng_hải đi dubai hôm 26/5
7,khoảng 10 giờ bay nam_sinh bắt sân_bay ở dubai
8,cậu khai mình trốn ở trong khoang chở hàng cảm_giác ngồi trong khá thoải_mái
9,vì_là trẻ thành_niên nam_sinh đối_mặt bất_kì hình_phạt nghiêm_trọng nào
10,tuy_nhiên cảnh_sát dubai hiện điều_tra xem liệu hành_động cậu thiếu_niên liên_quan đến băng đảng nào
