idx, sentence
0,nghị_án hđxx bác kháng_cáo hoa_hậu đông_nam_á 2012 lê_thị_diệu_hân 26 tuổi trong đòi chủ nhà bồi_thường 270 triệu đồng
1,đồng_thời tòa phúc_thẩm chấp_nhận đơn bà trang buộc diệu_hân trả số tiền thuê nhà còn thiếu 360 triệu đồng
2,nội_dung đơn_kiện diệu_hân cô thuê căn nhà bà trang đường võ_văn_tần quận 3 sinh_sống kinh_doanh giá 45 triệu đồng / tháng hợp_đồng thuê nhà hiệu_lực đến tháng 2/2016
3,trình_bày diệu_hân bà trang thường_xuyên đến cửa_hàng gây_rối cô quan_hệ bất_chính chồng bà
4,chiều 31/5/2015 bà trang tiếp_tục đến cửa_hàng gây công_an phường 5 quận 3 vào_cuộc yêu_cầu 2 bên viết cam_kết gây_rối an_ninh trật_tự địa_bàn
5,bà trang đồng_ý tiếp_tục gây_rối tạo điều_kiện diệu_hân kinh_doanh yêu_cầu hoa_hậu sớm chấm_dứt hợp_đồng thuê nhà cô vi_phạm một_số điều_khoản trong hợp_đồng
6,vụ_việc bà trang xúc_phạm mình đơn_phương chấm_dứt hợp_đồng diệu_hân làm đơn khởi_kiện đến tand quận 3 yêu_cầu bà trang bồi_thường 135 triệu đồng tiền đặt_cọc thuê nhà bồi_thường 135 triệu tổn thất_tinh_thần tổng_cộng 270 triệu đồng
7,đồng_thời hân sử_dụng căn nhà thuê bà trang
8,ngoài_ra hoa_hậu diệu hân đơn yêu_cầu cơ_quan_chức_năng xử_lý bà trang vu_khống cô dan_díu chồng bà
9,bà trang đơn bác_bỏ yêu_cầu diệu_hân trong đơn_kiện
10,đồng_thời bà trang yêu_cầu hoa_hậu trả 360 triệu đồng tiền 8 tháng thuê nhà còn trong hợp_đồng
11,tòa hoa_hậu diệu_hân biết đoạt vương_miện hoa_hậu đông_nam_á năm 2012 cô mở cửa_hàng kinh_doanh thiết_kế thời_trang dần rút chân khỏi giới showbiz
12,tuy_nhiên bà trang vô_cớ đánh_ghen gây ảnh_hưởng nghiêm_trọng đến danh_dự uy_tín cô
