idx, sentence
0,nội_dung vụ_án lê_thị_diệu_hân hoa_hậu diệu hân 26 tuổi ký hợp_đồng thuê một phần căn nhà bà phương 52 tuổi đường võ_văn_tần quận 3 giá 45 triệu đồng tháng mở cửa_hàng thời_trang
1,thời_gian thuê hai năm kể 1/10/2014 đặt_cọc 135 triệu đồng
2,người đẹp thực_hiện đầy_đủ nghĩa_vụ bên thuê hợp_đồng phía bà phương lần đến gây_rối xúc_phạm_nhân_phẩm cô cô quan_hệ bất_chính chồng bà
3,đỉnh điểm chiều cuối tháng 5/2015 bà phương đến chửi_bới cửa_hàng kinh_doanh diệu_hân gây náo_loạn khiến công_an phường đến giải_quyết
4,diệu hân tố bà phương hủy_hoại tài_sản mình đặt trong cửa_hàng cản_trở hoạt_động kinh_doanh
5,cô lần yêu_cầu chủ nhà tôn_trọng thỏa_thuận trong hợp_đồng chấm_dứt gây_rối bà phương tái_diễn xúc_phạm cô
6,đến tháng 6/2015 diệu_hân hai lần phát thông_báo chấm_dứt hợp_đồng thuê nhà thời_hạn yêu_cầu nữ chủ nhà trả tiền đặt_cọc bồi_thường số tiền tương_đương
7,cô dọn tài_sản khỏi cửa_hàng
8,chủ nhà đồng_ý người_đẹp khởi_kiện tand quận 3 đồng_thời yêu_cầu công_an quận xử_lý bà phương về hành_vi vu_khống xúc_phạm danh_dự nhân_phẩm
9,quá_trình xét_xử phía bà phương trong thời_gian thuê người_đẹp yêu_sách vượt quá nội_dung hợp_đồng
10,ngoài_ra hai bên mâu_thuẫn cá_nhân khác nhỏ_nhặt phía nguyên_đơn tự gây
11,bà phương thực_hiện đúng nghĩa_vụ người thuê còn phần nhà thuê diệu_hân quản_lý kinh_doanh
12,phía đơn phủ_nhận hủy_hoại tài_sản phá camera trong cửa_hàng
13,bà phương tháng 7/2015 người thuê thực_hiện nghĩa_vụ thanh_toán tự_ý dọn đồ khỏi nhà thông_báo chấm_dứt hợp_đồng trả hiện_trạng căn nhà
14,bị_đơn phản tố yêu_cầu người_đẹp diệu_hân bồi_thường tiền thuê nhà chấm_dứt hợp_đồng thời_hạn 360 triệu đồng
15,hồi tháng 2 tand quận 3 xử sơ_thẩm tuyên bác yêu_cầu khởi_kiện diệu_hân chấp_nhận toàn_bộ yêu_cầu phản_tố bị_đơn
16,buộc hoa_hậu bồi_thường tiền thuê nhà 360 triệu đồng bị_đơn vi_phạm hợp_đồng
17,hđxx yêu_cầu phía nguyên_đơn căn_cứ
18,biên_bản làm_việc công_an phường ghi_nhận hiện_trường cửa_hàng 3 camera dán băng keo ở mắt quan_sát một bẻ cáp tường
19,tuy_nhiên xác_định ai người thực_hiện
20,căn_cứ hợp_đồng thuê nhà trường_hợp hai bên mâu_thuẫn một bên đơn_phương chấm_dứt hợp_đồng thông_báo 3 tháng
21,trong trường_hợp phía nguyên_đơn thông_báo tháng 6/2015 3 tháng hợp_đồng mới chấm_dứt
22,hơn_nữa phía bà phương thừa_nhận nhận thông_báo chấm_dứt hợp_đồng phía nguyên_đơn
23,do_vậy hợp_đồng thuê nhà hiệu_lực
24,chấp_nhận bản_án hoa_hậu diệu_hân kháng_cáo
25,chiều 20/5 tand tp hcm mở phiên phúc_thẩm
26,vks đề_nghị hđxx hủy bản_án sơ_thẩm xem_xét chứng_cứ phía nguyên_đơn cung_cấp làm rõ yếu_tố hay bị_đơn cản_trở hoạt_động kinh_doanh người thuê nhà
27,đồng_thời xem_xét kết_quả xác_minh công_an quận 3 về yêu_cầu nguyên_đơn đối_với hành_vi vu_khống xúc_phạm_nhân_phẩm bị_đơn
28,nghị_án hđxx phúc_thẩm nhận_định phán_quyết tòa sơ_thẩm căn_cứ giữ nguyên
29,xác_minh kết_quả điều_tra công_an đơn tố_cáo nguyên_đơn đối_với bị_đơn về hành_vi vu_khống xúc_phạm danh_dự hđxx cần_thiết liên_quan đến quan_hệ dân_sự tranh_chấp
