idx, sentence
0,thầy_trò hlv hữu_thắng bước nhảy_vọt bảng xếp_hạng fifa nhờ họ thắng syria 20 chiều 31/5
1,ở thời_điểm diễn trận đấu tuyển việt_nam hạng 145 thế_giới đánh_giá thấp hơn syria hạng 110
2,tuy_nhiên công_vinh văn_quyết ghi hai bàn thắng giúp đội nhà trận thắng thuyết_phục
3,bảng xếp_hạng fifa mới nhất công_bố chiều 2/6 tuyển việt_nam 266 điểm đứng vị_trí 133 thế_giới 20 châu_á
4,ở khu_vực đông_nam_á đội_xếp philippines hạng 120 thái_lan hạng 117
5,đội_bóng hlv kiatisak tăng 2 bậc chính_thức soán ngôi số_một khu_vực philippines tụt 5 bậc
6,ở khu_vực châu_á iran dẫn_đầu hạng 39 thế_giới xếp hàn_quốc hạng 50 nhật_bản hạng 53
7,trong australia tụt đến 9 bậc xuống vị_trí 59
8,kết_quả một_số trận giao_hữu quốc_tế thời_gian gần ảnh_hưởng đến thứ_bậc đội bóng
9,ở top đầu thế_giới argentina bỉ chia nhau hai vị_trí đầu_tiên xếp colombia đức
10,vị_trí tiếp_theo trong top 10 lần_lượt thuộc về chile tây ban_nha brazil bồ_đào_nha uruguay áo
11,bảng xếp_hạng fifa tháng 7 chắc_chắn xáo_trộn lớn đội thi_đấu euro copa_america
