idx, sentence
0,voa phiên_bản tiếng hàn dẫn lời một người triều_tiên đào_tẩu sang hàn_quốc năm_ngoái biết yo_jong kết_hôn bác_bỏ tin_đồn về đám_cưới cô
1,thông_tin cô kết_hôn con_trai bí_thư đảng lao_động triều_tiên choe_ryonghae
2,một tin_đồn khác nói cô cưới một quan_chức trẻ trong đảng
3,trong cuốn hồi_ký viết tới thăm bình nhưỡng cựu đầu_bếp sushi kenji_fujimoto người làm_việc cố chủ_tịch kim_jongil khẳng_định cô yo_jong kết_hôn
4,đầu_bếp fujimoto tới thăm thủ_đô triều_tiên hôm 1223 / 4/2016
5,ông tuyên_bố ăn tối nhà lãnh_đạo kim_jong_un cô kim_yo_jong ông choe_ryonghae
6,fujimoto một trong số_ít người nước_ngoài chứng_kiến nhà lãnh_đạo kim_jong_un trưởng_thành ông thời_gian 13 năm làm đầu_bếp cố chủ_tịch kim_jongil
7,voa dẫn nguồn tin biết cô yo_jong thăng chức làm phó_ban tuyên_giáo đảng lao_động triều_tiên năm 2014
8,cô quản_lý tất_cả lần xuất_hiện công_chúng anh_trai bao_gồm lịch_trình hoạt_động hậu_cần đóng vai_trò một cố_vấn chính_trị
9,nguồn tin voa con_trai ông choe_ryonghae qua_đời trong một tai_nạn giao_thông tháng 1/2013
