idx, sentence
0,hiện_tại nhã_phương ở hàn_quốc ghi_hình tuổi thanh_xuân 2
1,cô ở hàn_quốc tới giữa tháng 6 trở_về việt_nam tiếp_tục phân cảnh tiếp_theo tuổi thanh_xuân 2 đà_nẵng tới cuối tháng 8
2,cô bật_mí trong phần 2 ngoài tính_cách ngoại_hình nhã_phương thay_đổi đáng_kể
3,nếu_như trong phần 1 nhân_vật linh hai kiểu tóc mái_tóc ngắn dễ_thương ở đầu phần 1 mái_tóc xoăn dài dịu_dàng cuối phần 1 ở phần 2 linh tạo_hình mái_tóc đen dài
4,nhã phương chia_sẻ linh đột_phá dễ khiến mọi người đồng_cảm hơn phần 1
5,trong phần 2 cặp_đôi linh junsu kang_tae_oh gặp sóng_gió linh mạnh_mẽ đối_diện khó_khăn
6,linh mạnh_mẽ chiến_đấu giành tình_yêu khán_giả trông_đợi trong phần 1 linh quá nhập_nhằng thường_xuyên né_tránh tình_cảm jun_su
7,cô đồng_thời_tiết_lộ tuổi thanh_xuân 2 dự_kiến ra_mắt khán_giả cuối tháng 10 kênh vtv3
8,linh trong tuổi thanh_xuân thay_đổi ngoại_hình nhã_phương ngoài đời xây_dựng hình_ảnh sang_trọng nữ_tính
9,cô nàng thích bộ_đồ màu_sắc nhã_nhặn thử_nghiệm phong_cách thời_trang trễ vai
