idx, sentence
0,afp dẫn lời nhân_chứng hay một nhóm người tấn_công maria_sadaqat 19 tuổi trong làng upper_dewal ở vùng ngoại_ô thành_phố islamabad thủ_đô pakistan hôm 1/6
1,“ bọn người tra_tấn dã_man thiêu sống cháu tôi
2,chúng_tôi đưa cháu tới bệnh_viện ở islamabad khỏi ” abdul_basit chú nạn_nhân nói afp bên ngoài trung_tâm điều_trị bỏng thuộc viện y_khoa pakistan islamabad
3,nhóm người_thân nạn_nhân khóc thể_hiện giận_dữ cảnh_sát đưa thi_thể maria tới một bệnh_viện khác khám_nghiệm_pháp_y _abdul kể maria làm_việc một trường tư_nhân
4,hiệu_trưởng trường một con_trai anh ta muốn kết_hôn maria
5,cô gái từ_chối lời cầu_hôn hiệu_trưởng một_số người tra_tấn cô
6,“ gã đàn_ông ly_dị vợ gấp đôi tuổi maria cháu tôi muốn lấy anh ta
7,maria thôi_việc gã tiếp_tục theo_đuổi cô ấy
8,cuối_cùng chúng tấn_công cháu tôi ” abdul nói
9,cảnh_sát kịp hỏi maria cô qua_đời
10,nạn_nhân nói hiệu_trưởng 4 người khác tấn_công cô
11,“ chúng_tôi bắt một nghi phạm truy_lùng kẻ còn ” mazhar_iqbal sĩ_quan chỉ_đạo cuộc điều_tra chết nữ giáo_viên nói
12,ayesha_ihsani một bác_sĩ điều_trị nạn_nhân nói cô chết vết bỏng phủ kín phần_lớn cơ_thể
13,người phụ_nữ thứ hai thiệt_mạng oan_uổng liên_quan tới vấn_đề hôn_nhân
14,hôm 29/4 mệnh_lệnh hội_đồng lãnh_đạo một làng ở vùng tây_bắc pakistan vài người giết đốt xác một cô gái khoảng 16 tới 18 tuổi nạn_nhân giúp bạn trốn nhà người_yêu
