idx, sentence
0,thông_tin vụ_việc em lê_thị_t sn 1998 trú xã đắk_la huyện đăk_hà khống_chế hiếp_dâm địa_bàn xã ngày 20/5 công_an huyện đắk_hà nhận đơn trình_báo t quá_trình điều_tra đối_tượng trần_hữu_anh 1986 trú địa_bàn thừa_nhận thực_hiện hành_vi
1,trao_đổi pv báo phụ_nữ tphcm về đối_tượng trần_hữu_anh trưởng ca xã đắk_la lê_đình_lâm biết anh địa_bàn vốn người tử_tế tiền_án tiền_sự vụ_việc xảy trường thcs mạc đĩnh_chi
2,anh ở xã người bình_thường người chơi_bời nghịch_ngợm
3,đến giờ anh ta tiền_án tiền_sự hết công_dân thân_nhân tốt
4,vụ_việc xảy gia_đình báo thẳng công_an huyện
5,về nguyên_nhân dẫn đến vụ_việc ông lâm hay gia_đình cô t ở nhờ khu_tập_thể cũ trường cách xa khu dân_cư gia_đình ở luôn
6,đối_tượng trần_hữu_anh bố làm bảo_vệ trường_học
7,lâu đối_tượng hay qua_lại chơi
8,thế chẳng biết làm_sao nảy_sinh_chuyện mong_muốn biết nó nghĩ làm thế
9,chúng_tôi rõ
10,ông lâm nói
11,chia_sẻ thêm về hoàn_cảnh đối_tượng ông lâm biết gia_đình đối_tượng anh điều_kiện bố làm tự_do bảo_vệ trường mẹ làm giáo_viên ngôi trường xảy vụ_việc luôn
12,còn hoàn_cảnh gia_đình cô gái t biết gia_đình khá vất_vả hơn bố_mẹ 2 chị_em
13,vụ_việc xảy gia_đình hoang_mang
14,khoảng 16 h ngày 17/5 em lê_thị_t một thanh_niên khống_chế thực_hiện hành_vi giao_cấu trái_ý_muốn một khu_vực vắng người thuộc xã đắk_hà
15,vào_cuộc điều_tra đội cảnh_sát hình sựcông an huyện đắk_hà phát_hiện trần_hữu_anh sn 1986 trú thôn 1 xã đắk_la huyện đắk_hà đặc_điểm giống trình_báo nạn_nhân
16,công_an động_viên hại phối_hợp điều_tra
17,cơ_quan công_an trần_hữu_anh thừa_nhận thực_hiện hành_vi hiếp_dâm em t ngày 175
