idx, sentence
0,ngày 23/5 an_ninh sân_bay đà_nẵng tăng_cường
1,hai máy_bay dự_phòng chuyến đi tổng_thống mỹ obama hạ_cánh xuống sân_bay đà_nẵng đỗ cạnh khu_vực xây_dựng nhà_ga mới
2,hai máy_bay gồm một c17 một c32
3,máy_bay c17 máy_bay vận_tải quân_sự quân_đội mỹ nó tải_trọng 77519 kg chiều dài 53 m sải_cánh 5175 m chiều cao 168 m thông_tin tư_liệu c17 chứa hàng_hóa xe_tăng m1_abrams 3 xe stryker hoặc 6 xe an_ninh bọc giáp m1117
4,tùy biên_chế c17 chở xe quân_sự lính_dù hoặc bố_trí cáng giường_bệnh
5,c17 đậu sân_bay đà_nẵng sử_dụng chở thiết_bị xe phục_vụ đoàn đồ_dùng nhu_yếu_phẩm đoàn xe ô_tô xe an_ninh xe hộ_tống xe y_tế trang thiết_bị sử_dụng dự_phòng ở 2 sân_bay nội_bài tân_sơn_nhất tình_huống ngoài dự_kiến
6,máy_bay c32 thường sử_dụng chở phó_tổng_thống mỹ tên gọi nó air_force_two
7,đôi_khi nó sử_dụng chở nhà lãnh_đạo khác mỹ
8,năm 2014 trong chuyến công_tác mình philadelphia tổng_thống mỹ_obama chuyển sang một máy_bay c32 chuyên_cơ air_force_one ông gặp vấn_đề kỹ_thuật
9,nguyên_tắc bất_cứ máy nào chở tổng_thống mỹ gọi air_force_one
10,boeing c32 máy_bay vận_tải đa_năng chế_tạo nền_tảng boeing 757 200
11,kể năm 1998 đến nay 4 trong số máy_bay sản_xuất
