idx, sentence
0,vụ tai_nạn xảy sáng nay 16 đường bạch_đằng phường 2 quận tân_bình tphcm
1,thông_tin ban_đầu khoảng 6 h30 sáng nay ô_tô bốn chỗ bks 51f373 89 lưu_thông đường bạch_đằng hướng gò_vấp về sân_bay tân_sơn_nhất
2,vừa_qua khỏi vòng xoay ngã 5 gò_vấp khoảng 300 m xe lao sang làn đường ngược đâm cực_mạnh hông xe taxi hãng vinasun
3,cú đâm mạnh khiến xe taxi quay ngang xe taxi hãng đầm_sen chạy chiều lao tới đâm
4,vụ tai_nạn khiến xe ô_tô bốn chỗ nát đầu nổ bánh bên trái
5,taxi hãng vinasun gãy rời bánh
6,may thương_vong về người
7,“ xảy tai_nạn xe tôi 4 hành_khách
8,thấy ô_tô 4 chỗ lao đến tôi cố bẻ_lái né xe tông phần hông xe bánh
9,xử_lý kịp hai phương_tiện xảy đối_đầu biết hậu_quả thế_nào
10,hành_khách xe tôi một người nước_ngoài ô_tô bốn chỗ thoát_nạn ” tài_xế hãng vinasun kể
11,lý_giải tài_xế ô_tô bốn chỗ nguyên_nhân dẫn đến sự_cố né một thanh_niên đi xe_máy chạy cắt ngang đường_dẫn đến mất kiểm_soát gây tai_nạn
