idx, sentence
0,khoảng 15 g ngày 285 lê_văn_công 26 tuổi ở đội 2 nhuế kim_trung đông_anh hà_nội đến uống cà_phê quán cà_phê trung_nguyên số 47 lý_tự_trọng ptân_an tp buôn_ma_thuột đắk_lắk
1,chừng 1 giờ công gọi tính tiền
2,nhân_viên hoàng_thị_ngọc_thủy 25 tuổi đến tính tiền bất_ngờ công rút dao thái_lai dùng gọt trái_cây trong người dí cổ khống_chế nhân_viên
3,dừng công hét yêu_cầu gặp ông đặng_lê_nguyên_vũ hoặc người trách_nhiệm tập_đoàn cà_phê trung_nguyên khiếu_nại “ đánh_cắp chất_xám ” mình
4,công_xô đổ ly chén tách máy pha cà_phê
5,bất_ngờ hành_động lạ khách nhân_viên quán cà_phê gọi 113 công_an phường
6,ít phút công_an tp buôn_ma_thuột xuất_hiện
7,lực_lượng công_an thuyết_phục công thả con_tin
8,lợi_dụng công mất chú_ý công_an bất_ngờ khống_chế giải_thoát chị thủy
9,chị thủy bị_thương nhẹ ở lòng bàn_tay
10,nhân_viên quán chiều 275 công đến uống cà_phê xin số ông đặng_lê_nguyên_vũ
11,nhân_viên trả_lời số công sang khách_sạn gần trọ đêm
12,khoảng 15 g30 ngày 285 công quay uống cà_phê xảy sự_việc
13,đến 17 g50 công_an lấy lời khai của_công
14,hàng trăm người dân hiếu kỳ tập_trung theo_dõi sự_việc
