idx, sentence
0,tin mới nhất cơ_quan công_an tỉnh bắc_giang cho_biết đôi vợ_chồng quê ở thanh_hóa phát_hiện chết ở thôn đồng_rì thị_trấn thanh_sơn huyện sơn_động dấu_hiệu sử_dụng vật_liệu nổ
1,công_an xác_định hai vợ_chồng tử_vong ở hai địa_điểm khác nhau
2,người chồng anh tvt_sinh năm 1983 ở triệu_sơn thanh_hóa còn người vợ sinh năm 1985
3,hoàn_cảnh khó_khăn hai vợ_chồng anh t bắc_giang xin mưu_sinh
4,hiện hai vợ_chồng làm_việc một công_ty than đóng địa_bàn công_việc bảo_vệ nấu cơm
5,thời_gian gần một_số người phát_hiện vợ_chồng anh t thường_xuyên xảy mâu_thuẫn cãi_vã
6,trưa 19/5 trở_lại công_ty giờ nghỉ trưa một_số đồng_nghiệp phát_hiện anh t dấu_hiệu bất_thường
7,ít phút người bàng_hoàng nghe tiếng nổ vang trời
8,chạy tới_nơi phát_hiện anh t tử_vong
9,biết sự_việc chẳng lành mọi người chạy đến căn nhà vợ_chồng anh t thuê trọ phát_hiện ngôi nhà khóa cửa
10,phá cửa bên trong thấy vợ anh t chết
11,một cán_bộ công_an huyện sơn_động thông_tin thêm phóng_viên báo_công_lý biết gia_đình nạn_nhân biết hai vợ_chồng anh t con
12,hoàn_cảnh ở quê hết_sức khó_khăn
13,mới_đây vợ_chồng anh t về quê chơi gia_đình phát_hiện mâu_thuẫn giữa hai vợ_chồng
14,bước đầu cơ_quan công đặt nghi_vấn mâu_thuẫn gia_đình anh t giết vợ tự_sát bằng vật_liệu nổ mìn tự chế
15,công_an tỉnh bắc_giang giám_định vật_liệu nổ
