idx, sentence
0,tham_dự hội_nghị ông wei_jizhong phó chủ_tịch hội_đồng olympic châu_á oca ông haider_ahe_farman trưởng_ban đại_hội thể_thao châu_á đại_diện ủy_ban y_tế quan_hệ quốc_tế oca hơn 60 đại_biểu trưởng_đoàn phó_trưởng_đoàn đại_diện đoàn thể_thao 38 quốc_gia vùng lãnh_thổ châu_á
1,về phía việt_nam tham_dự ông lê_khánh_hải thứ_trưởng bộ vhtt dl trưởng_ban tổ_chức abg5 ông đặng_việt_dũng phó chủ_tịch ubnd thành_phố đà_nẵng ông vương_bích_thắng tổng_cục_trưởng tổng_cục tdtt phó trưởng_ban thường_trực btc_abg5 đại_diện bộ ban ngành liên_quan
2,đại_hội thể_thao bãi_biển asian beach_games abg một trong đại_hội thể_thao lớn nhất châu_á hội_đồng olympic châu_á sáng_lập diễn lần đầu_tiên năm 2008 bali indonesia chu_kỳ 2 năm / 1 lần
3,việt_nam chính_thức oca trao quyền đăng_cai abg 5 – 2016 trong cuộc họp ban_chấp_hành oca asiad quảng_châu trung_quốc năm 2010 nhận cờ đăng_cai đại_hội thể_thao bãi_biển châu_á lần thứ 4 phuket thái_lan năm 2014
4,phát_biểu khai_mạc hội_nghị ông lê_khánh_hải thứ_trưởng bộ vhtt dl trưởng_ban tổ_chức abg5 khẳng_định việt_nam nói_chung thành_phố đà_nẵng nói_riêng làm hết_sức mình tổ_chức abg5 thành_công tạo ấn_tượng tốt bạn_bè trong khu_vực châu_á toàn thế_giới
5,ông phát_biểu “ thông_điệp “ tỏa sáng đại_dương rực sáng tương_lai ” hy_vọng đại_hội chúng_ta góp_phần phát_triển thế_hệ tương_lai thịnh_vượng chung châu_á toàn nhân_loại ”
6,ông đặng_việt_dũng phó chủ_tịch ủy_ban nhân_dân thành_phố phó trưởng ban tổ_chức khẳng_định “ trong thời_gian ban tổ_chức abg5 thành_phố đà_nẵng tích_cực phối_hợp hội_đồng olympic châu_á oca trưởng đoàn thể_thao ban tổ_chức abg5 ủy_ban olympic việt_nam chuẩn_bị vấn_đề liên_quan đến công_tác tổ_chức đại_hội nhằm đảm_bảo công_tác chuẩn_bị chu_đáo đáp_ứng yêu_cầu oca ”
7,đại_diện hội_đồng olympic_châu_á ông wei_jizhong phó chủ_tịch danh_dự tin_tưởng abg5 thành_công rực_rỡ “ abg trở_thành một sự_kiện thể_thao lớn ở châu_lục mà_còn thế_giới
8,tôi chắc_chắn chuẩn_bị chu_đáo nước chủ nhà nỗ_lực dabgoc tham_gia hỗ_trợ nhiệt_tình ủy_ban olympic quốc_gia thành_viên abg5 thành_công thành_công hơn ”
9,hội_nghị thành_viên lắng_nghe báo_cáo tổng_quan dabgoc về công_tác chuẩn_bị abg5 vấn_đề liên_quan đến chuyên_môn kỹ_thuật môn thi_đấu nội_dung thời_gian địa_điểm thủ_tục hướng_dẫn đăng_ký thẻ đại_hội dịch_vụ nocs hậu_cần ăn_ở giao_thông thanh quyết_toán dịch_vụ y_tế kiểm_tra doping dịch_vụ công_nghệ_thông_tin truyền_thông truyền_hình lễ khai_mạc – bế_mạc công_tác an_ninh đại_hội tình_nguyện viên visa đón tiễn sân_bay abg5 diễn 24/9 đến 3/10/2016 tham_dự khoảng 6500 người bao_gồm vđv hlv quan_chức … đến 45 đoàn thể_thao quốc_gia vùng lãnh_thổ_châu_á _abg5 14 môn thi_đấu 22 phân môn 172 bộ huy_chương
